InspectionID,BusinessName,License,Address,City,State,Zip,Latitude,Longitude,DatePerformed,Result,ViolationID,Name,Comments
659897,MCDONALD'S,1443887,2350 N CENTRAL AVE,CHICAGO,IL,60639,41.9236610622972,-87.7661255171168,2012-01-06,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","INSTRUCTED TO CLEAN AND MAINTAIN INTERIOR SURFACES OF ICE MACHINE IN REAR AREA, EXTERIOR SURFACES OF BEVERAGE/ICE MACHINE WITH LIME BUILD-UP IN FRONT (DINING AREA) AND INTERIOR SURFACES OF MOP SINK (REAR AREA)."
664323,MCDONALD'S,35587,3122 W TOUHY AVE,CHICAGO,IL,60645,42.011998577874,-87.7077027456968,2012-01-09,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","MUST CLEAN IN DETAIL THE CART WITH MICROWAVE, INSIDE THE CABINET WITH SODA AND THE TOP AND SIDE OF THE SODA MACHINE IN THE REAR AREA, WITH FOOD DEBRIS AND MAINTAIN."
670639,MCDONALD'S,2002814,8415 S PULASKI RD,CHICAGO,IL,60652,41.7398605220475,-87.7214563026118,2012-02-21,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily.NEED TO CLEAN DRIP TRAY FRONT MILK DISPENSOR, COFFEE STATION."
670645,MCDONALD'S #6310,33143,4704 S CICERO AVE,CHICAGO,IL,60638,41.8074171973865,-87.7432946955316,2012-02-21,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","CORRECTED  "
671122,MCDONALD'S,1332921,2005 W CHICAGO AVE,CHICAGO,IL,60622,41.8957965124416,-87.6773227997198,2012-03-21,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","Cooking equipment, storage shelves, sinks and prep tables not cleaned. Instructed to detail clean and sanitize daily."
673259,MCDONALD'S,1519152,6355 S DR MARTIN LUTHER KING JR DR,CHICAGO,IL,60637,41.7785971834236,-87.6154413879464,2012-01-13,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","All utensils shall be thoroughly cleaned and sanitized after each usage.CONTINUE TO CLEAN AND SANITIZE COFFEE STATION, JUICE DRIP TRAY ETC.FROM REPORT 537754 12/7/11  "
673287,MCDONALD'S,1943516,6560 S STONY ISLAND AVE,CHICAGO,IL,60637,41.7752200873081,-87.5864366257481,2012-01-27,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily.  CLEAN INTERIOR AND EXTERIOR OF ICE MACHINE, BEVERAGE MACHINES (JUICE, COFFEE, CREAMER, SHAKE, ETC), NOZZLES, SPIGOTS, DRIP TRAYS, PREP TABLES, HOLDING UNITS, FRYER CABINETS, COOLERS, FREEZERS, CUP HOLDERS."
679219,MCDONALD'S (MCDONALD'S (T1-B11)),2013206,11601 W TOUHY AVE,CHICAGO,IL,60666,42.0085364008687,-87.9144284392705,2012-03-13,Pass w/ Conditions,2,FACILITIES TO MAINTAIN PROPER TEMPERATURE,"All food establishments that display, prepare, or store potentially hazardous food shall have adequate refrigerated food storage facilities.  COOLER AT IMPROPEWR TEMPERATURE,CRITICAL VIOLATION,CITATION ISSUED,FOUND COOLER AT THE REAR SIDE AT 50.1F,INSTRUCTED COOLER MUST BE 40F OR LESS,TAG COOLER,MUST CALL SERVICEFOR REPAIR;MUST FAX LETTER TO CDPH 312-746-4240 WHEN COOLER HAS BEEN FIXED 40F OR LESS"
679219,MCDONALD'S (MCDONALD'S (T1-B11)),2013206,11601 W TOUHY AVE,CHICAGO,IL,60666,42.0085364008687,-87.9144284392705,2012-03-13,Pass w/ Conditions,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE","All cold food shall be stored at a temperature of 40F or less.  POTENTIALLY HAZARDOUS FOODS AT IMPROPER TEMPERATURE,CRITICAL VIOLATION,CITATION ISSUED,FOUND LIQUID EGGS 12 PCSOF 2.2 LBS,YOGURT 3 PCS OF 2 LBS,2 DOZ EGGS,15 PCS SLICED CHEESE 5 LBS EACH,10 GAL MILK,TEMPERATURE OF FOOD RANGES FROM 48.7F TO 52.5F,TOTAL $ 130, MANAGER DISCARDED THE FOOD;INSTRUCTED FOOD MUST BE 40F OR BELOW"
679219,MCDONALD'S (MCDONALD'S (T1-B11)),2013206,11601 W TOUHY AVE,CHICAGO,IL,60666,42.0085364008687,-87.9144284392705,2012-03-13,Pass w/ Conditions,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",SHELVES IN PREP AREA UNCLEAN MUST CLEAN AND MAINTAIN
679232,MCDONALD'S (MCDONALD'S (T1-B11)),2013206,11601 W TOUHY AVE,CHICAGO,IL,60666,42.0085364008687,-87.9144284392705,2012-03-26,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",NEXT REGULAR INSPECTION
679245,MCDONALD'S,1678525,5700 S CICERO AVE,CHICAGO,IL,60638,41.7893293232654,-87.7416456441964,2012-03-26,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","SYRUP LINES AND BOXES, STORAGE SHELVES UNDER HOT HOLDING LINE, AND ALSO BOTTOM OF CUP DISPENSER UNIT AT FRONT LINE NOT CLEAN, DEBRIS. CLEAN AND MAINTAIN SAME.  "
920224,MCDONALD'S,1474116,1443 E 87TH ST,CHICAGO,IL,60619,41.7367599255433,-87.588841701402,2012-03-30,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",CLEAN THE INTERIOR AND EXTERIOR OF THE ICE MACHINE IN REAR.
920297,MCDONALD'S,1490035,6900 S LAFAYETTE AVE,CHICAGO,IL,60621,41.769155335336,-87.6268126762725,2013-03-13,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","CLEAN THE FOLLOWING: ALL UNUSED EQUIPMENT STORED IN BASEMENT, ALL SHELVES & STORAGE RACKS THROUGHOUT, DUST BUILD-UP ON COILS IN WALK-IN COOLER, CABINET INTERIORS OF DEEP FRYERS, GREASE BUILD-UP ON COOKING EQUIPMENT AND ALL OTHER UNCLEAN SURFACES.   "
920307,MCDONALD'S,1490035,6900 S LAFAYETTE AVE,CHICAGO,IL,60621,41.769155335336,-87.6268126762725,2013-03-26,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","CLEAN THE FOLLOWING: ALL UNUSED EQUIPMENT STORED IN BASEMENT, ALL SHELVES & STORAGE RACKS THROUGHOUT, DUST BUILD-UP ON COILS IN WALK-IN COOLER, CABINET INTERIORS OF DEEP FRYERS, GREASE BUILD-UP ON COOKING EQUIPMENT AND ALL OTHER UNCLEAN SURFACES.   "
920440,MCDONALD'S RESTAURANT,64964,2425 E 79TH ST,CHICAGO,IL,60649,41.7516335989759,-87.5651606509335,2013-12-30,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",CORRECTED.
1072261,MCDONALD'S,1979615,7832 S WESTERN AVE,CHICAGO,IL,60620,41.7509316572994,-87.6830175318953,2013-02-04,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",VIOLATION CORRECTED.
1072262,MCDONALD'S RESTAURANT,59747,7601 S VINCENNES AVE,CHICAGO,IL,60620,41.7562118830204,-87.6321305421237,2013-02-05,Pass w/ Conditions,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE","NOTED 17 EGGS IN CARTON ON TOP OF PREP COOLER IN PREP AREA AT IMPROPER   INTERNAL TEMPERATURE OF 59 DEGREES, WITH MANAGERS THERMOMETER READING THE SAME INTERNAL TEMP. MANAGER VOLUNTARILY DENATURED AND TOSSED OUT THE EGGS. APPROX. WEIGHT 22.5LBS, COST $37.70. MUST MAINTAIN PROPER TEMPERATURE. CRITICAL CITATION, 7-38-005(a.)"
1096509,MCDONALD'S,1514130,207 E 35TH ST,CHICAGO,IL,60616,41.8309527893036,-87.6214491630074,2012-09-10,Pass w/ Conditions,12,"HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA","FOUND NO SOAP AND PAPER TOWELS AT EXPOSED HAND SINK AT MAIN KITCHEN. ALSO, FOUND NO SOAP AT MEN'S RESTROOM. CRITICAL VIOLATION. CITATION ISSUED."
1098378,MCDONALD'S,3738,2608 W ADDISON ST,CHICAGO,IL,60618,41.9468233995587,-87.693532642598,2012-06-14,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","INSTRUCTED TO CLEAN/SANITIZE; FRYERS, MOP SINKS, AND EXTERIOR OF FROZEN DESERTS MACHINES."
1098457,MCDONALD'S,1093571,3615 W IRVING PARK RD,CHICAGO,IL,60618,41.9536466519158,-87.7184849050502,2012-07-20,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","MUST CLEAN/SANITIZE; COOLERS, OVEN, FRYERS, UPPER PANEL OF ICE MACHINE, AND DISH WASHING MACHINE."
1098570,MCDONALD'S,1093571,3615 W IRVING PARK RD,CHICAGO,IL,60618,41.9536466519158,-87.7184849050502,2012-09-05,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","MUST CLEAN/SANITIZE; COOLERS, OVEN, FRYERS, UPPER PANEL OF ICE MACHINE, AND DISH WASHING MACHINE.  "
1098816,"MCDONALD'S REST. OF ILL, INC (MCDONALD'S)",1093503,3154 W FOSTER AVE,CHICAGO,IL,60625,41.975859694203,-87.7084649677299,2013-01-30,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","EQUIPMENT CLEANED, VIOLATION CORRECTED."
1098824,MCDONALD'S,1680019,3855 W LAWRENCE AVE,CHICAGO,IL,60625,41.9681612546391,-87.7253770419993,2013-02-06,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","EXCESSIVE DEBRIS AND ICE BUILD-UP INSIDE THE TWO DOORS FREEZER, MUST REMOVE ICE, CLEAN AND SANITIZE."
1098850,MCDONALD'S #4305 (MCDONALD'S),1922105,4844 N LINCOLN AVE,CHICAGO,IL,60625,41.9697537205744,-87.6894034367043,2013-02-26,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","EXCESSIVE FOOD DEBRIS AND GREASE ON EQUIPMENT; INSTRUCTED TO CLEAN/SANITIZE; COOKING EQUIPMENT, FREEZERS, COOLERS, FRONT AREA CABINETS, AND SOFT SERVED MACHINE."
1098920,MCDONALD'S #4305 (MCDONALD'S),1922105,4844 N LINCOLN AVE,CHICAGO,IL,60625,41.9697537205744,-87.6894034367043,2013-04-11,Pass w/ Conditions,2,FACILITIES TO MAINTAIN PROPER TEMPERATURE,"FACILITY NOT MAINTAINING PROPER TEMPERATURE. OBSERVED ONE DOOR PREP REACH IN COOLER BY HOT PREP AREA AT IMPROPER TEMPERATURE OF 48.8. INSTRUCTED TO REPAIR COOLER AND KEEP AT 40F OR BELOW.   MANAGER CALL REPAIR PERSON, COOLER REPAIRED AND AT 32.4F BY END OF EXIT INTERVIEW.  CRITICAL CITATION ISSUED, 7-38-005(A)."
1098920,MCDONALD'S #4305 (MCDONALD'S),1922105,4844 N LINCOLN AVE,CHICAGO,IL,60625,41.9697537205744,-87.6894034367043,2013-04-11,Pass w/ Conditions,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE","POTENTIALLY HAZARDOUS FOODS INSIDE ABOVE COOLER AT IMPROPER TEMPERATURES; THREE DOZ. FRESH EGGS RANGING FROM 54.1-55.8F, TWO DOZ. FOLDED EGGS AT 58.5F, ONE LB. HAM AT 49.8F, AND FOUR CONTAINERS OF LIQUID EGGS,2.2LBS., RANGING FROM 50.9-55.7F. INADEQUATE FOOD PROTECTION.  INSTRUCTED COLD POTENTIALLY HAZARDOUS FOODS MUST BE AT 40F OR BELOW.  CRITICAL CITATION ISSUED, 7-38-005(A)."
1098920,MCDONALD'S #4305 (MCDONALD'S),1922105,4844 N LINCOLN AVE,CHICAGO,IL,60625,41.9697537205744,-87.6894034367043,2013-04-11,Pass w/ Conditions,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","EXCESSIVE FOOD DEBRIS AND GREASE ON EQUIPMENT; INSTRUCTED TO CLEAN/SANITIZE; COOKING EQUIPMENT, FREEZERS, COOLERS, FRONT AREA CABINETS, AND SOFT SERVED MACHINE.  "
1098922,MCDONALD'S,1680019,3855 W LAWRENCE AVE,CHICAGO,IL,60625,41.9681612546391,-87.7253770419993,2013-04-11,Pass w/ Conditions,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","EXCESSIVE DEBRIS AND ICE BUILD-UP INSIDE THE TWO DOORS FREEZER, MUST REMOVE ICE, CLEAN AND SANITIZE.  "
1099248,MCDONALD'S,1679820,4546 N KEDZIE AVE,CHICAGO,IL,60625,41.9643875286351,-87.708492478441,2013-10-25,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","DEBRIS/FOOD DEBRIS ON EQUIPMENT; INSTRUCTED TO CLEAN/SANITIZE MOP SINKS, STORAGE UNIT AT REAR DISH WASHING AREA AND UPPER PANEL OF ICE MACHINE."
1102210,MCDONALD'S,1356058,5656 W IRVING PARK RD,CHICAGO,IL,60634,41.9532631107403,-87.7693112226014,2012-03-28,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","Interior deep fryer cabinets, lower storage shelves and sinks not cleaned. Instructed to detail clean and sanitize daily.  "
1102210,MCDONALD'S,1356058,5656 W IRVING PARK RD,CHICAGO,IL,60634,41.9532631107403,-87.7693112226014,2012-03-28,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily.  DEEP FRYER PANEL FULL OF GREASE,MUST SCHEDULE SERVICE FOR CLEANING ;  INTERIOR PREP COOLER UNCLEAN MUST CLEAN AND MAINTAIN;  SHELVES FOR CLEAN KITCHEN WARES UNCLEAN MUST CLEAN AND MAINTAIN"
1102244,MCDONALD'S (MCDONALD'S (T1-B11)),2013206,11601 W TOUHY AVE,CHICAGO,IL,60666,42.0085364008687,-87.9144284392705,2012-05-02,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",FOR NEXT INSPECTION
1106814,MCDONALD'S,35587,3122 W TOUHY AVE,CHICAGO,IL,60645,42.011998577874,-87.7077027456968,2013-08-29,Pass w/ Conditions,11,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED","EXPOSED HAND SINK IN REAR PREP AREA NOT MAINTAINED.SINK IS CLOGGED,UNABLE TO WASH HANDS,OBSERVED EMPLOYEE REMOVING WATER WITH A PLASTIC CONTAINER AND PAPER TOWELS FROM SINK.INSTRUCTED TO REPAIR AND USE THE OTHER EXPOSED HAND SINK AT FRONT PREP AREA.  CRITICAL VIOLATION:7-38-030"
1106814,MCDONALD'S,35587,3122 W TOUHY AVE,CHICAGO,IL,60645,42.011998577874,-87.7077027456968,2013-08-29,Pass w/ Conditions,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",ICEMACHINE AT  COCA COLA MACHINE IS CLEANED
1114482,MCDONALDS'S RESTAURANTS (MCDONALD'S),2064660,230 S STATE ST,CHICAGO,IL,60604,41.8787197385817,-87.6278394358472,2012-09-26,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","MUST DETAIL CLEAN AND MAINTAIN THE INTERIOR OF THE DEEP FRYERS, CABINET UNDER THE FRY STATION AND THE REACH IN FREEZER BY SIDE REAR DOOR EXIT-REMOVE EXCESS ICE BUILD UP.  "
1114838,MCDONALD'S RESTAURANTS (MCDONALD'S),2064662,2525 S DR MARTIN LUTHER KING JR DR,CHICAGO,IL,60616,41.8467666109193,-87.6171757775497,2013-05-23,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",MUST CLEAN AND MAINTAIN THE INTERIOR OF THE DEEP FRYERS AND REMOVE EXCESS ICE BUILD UP FROM REACH IN FREEZER IN FRONT OF OFFICE.
1114856,MCDONALD'S,2204169,207 E 35TH ST,CHICAGO,IL,60616,41.8309527893036,-87.6214491630074,2013-06-05,Pass w/ Conditions,11,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED","FOUND REAR EXPOSED HANDWASHING SINK NOT ACCESSIBLE. SINK HAD CONTAINERS INSIDE OF IT, BOXES AND CONTAINERS WITH ONIONS ON TOP OF IT. INSTRUCTED TO ALWAYS KEEP SINK ACCESSIBLE. CRITICAL VIOLATION 7-38-030."
1115109,MCDONALD'S RESTAURANTS,1884173,144 S WABASH AVE,CHICAGO,IL,60603,41.8797188963466,-87.6262811454758,2013-10-31,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",CORRECTED. EQUIPMENT NOW CLEAN.
1118249,MCDONALD'S RESTAURANT,64964,2425 E 79TH ST,CHICAGO,IL,60649,41.7516335989759,-87.5651606509335,2012-04-13,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily.INSIDE CABINETS OF DEEP FRYER CABINETS NOT CLEAN.ALSO CABINETS UNDER SELF SERVE SODA COUNTER.MUST CLEAN/MAINTAIN.
1134589,MCDONALD'S,1969971,225 S CANAL ST,CHICAGO,IL,60606,41.8785312783536,-87.6394274596272,2012-09-25,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",INTERIOR PANEL OF ICE MACHINE & CUP HOLDER UNDER SODA DISPENSERS MUST BE KEPT CLEAN.
1134604,MCDONALD'S,1985411,300 N WELLS ST,CHICAGO,IL,60654,41.8875559103703,-87.6341176575025,2012-09-28,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",EXTERIOR SIDE OF ICE CHUTE AT SODA DISPENSER & CABINTES BELOW THIS SECTION MUST BE KEPT CLEAN.
1134631,MCDONALDS RESTAURANT # 14173 (MCDONALD'S),78375,1563 N WELLS ST,CHICAGO,IL,60610,41.9109544727648,-87.6345574822366,2012-10-12,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",CORRECTED AT THIS TIME
1150245,MCDONALD'S #490,81721,10320 S KEDZIE AVE,CHICAGO,IL,60655,41.7055202965588,-87.7014580422018,2012-03-16,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily.CLEAN SALAD COOLER STANDING WATER, CLEAN DRINK DISPENSOR DRIP TRAYS AND EXTERIOR OR FRYERS. FROM REPORT 1674734 DATE 3/9/12"
1150467,MCDONALD'S,1979615,7832 S WESTERN AVE,CHICAGO,IL,60620,41.7509316572994,-87.6830175318953,2012-06-15,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily.CONTINUE TO CLEAN ALL AREAS LISTED ON REPORT 1229487 DATE 6/8/12.
1150494,MCDONALD'S,2002814,8415 S PULASKI RD,CHICAGO,IL,60652,41.7398605220475,-87.7214563026118,2012-06-22,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily.NEED TO CLEAN CABINETS UNDER THE SODA COUNTER FRONT, CLEAN INTERIOR OF THE UNDER COUNTER FREEZER IN REAR PREP, ALSO REAR FRYER AREA."
1150506,MCDONALD'S #11290,33144,7601 S CICERO AVE,CHICAGO,IL,60652,41.7546601243937,-87.7413847586052,2012-06-28,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",All utensils shall be thoroughly cleaned and sanitized after each usage.NEED TO CLEAN AND SANITIZE CAFE MACHINE AND AREA.
1150580,MCDONALD'S,1490035,6900 S LAFAYETTE AVE,CHICAGO,IL,60621,41.769155335336,-87.6268126762725,2012-07-30,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",All utensils shall be thoroughly cleaned and sanitized after each usage.CLEAN FRONT DRIP TRAY'S AT DRINK COUNTER.
